Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Comment	Simple Disease	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Differences	ST	ST Complex	Lineage	Subspecies	adk	fumC	gyrB	icd	mdh	purA	recA
ESC_RA3057AA	A F FH-2	SRR8737901;ILLUMINA;Paired;;SRX5530911	Environment	Water/River	Airplane; raw sewage	2016	11			Europe	Germany							University of Technology Sydney	Escherichia coli								PRJNA526980	SRP188610		SAMN11124905	SRS4497196	2020-05-01	2020-04-06	ESC_RA3057AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA3072AA	A F F-42	SRR8737916;ILLUMINA;Paired;;SRX5530896	Environment	Water/River	Airplane; raw sewage	2016	11			Europe	Germany							University of Technology Sydney	Escherichia coli								PRJNA526980	SRP188610		SAMN11124955	SRS4497183	2020-05-01	2020-04-06	ESC_RA3072AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA3145AA	A F FH-26	SRR8737989;ILLUMINA;Paired;;SRX5530823	Environment	Water/River	Airplane; raw sewage	2016	11			Europe	Germany							University of Technology Sydney	Escherichia coli								PRJNA526980	SRP188610		SAMN11124924	SRS4497109	2020-05-01	2020-04-06	ESC_RA3145AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA3696AA	PT109	GCF_009761715;Complete Genome;;;	Companion Animal	Canine	Canis lupus familiaris; fecal sample	2018	11			Europe	Portugal	Centro	Lisbon			38.7223	-9.1393	University of Bern	Escherichia coli								PRJNA224116			SAMN12027817		2020-05-07	2019-12-17	ESC_RA3696AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA3724AA	042	GCF_008042015;Complete Genome;;;	Human	Human	Homo sapiens; stool	2019	8			Europe	Switzerland					46.947954	7.422016	University of Bern	Escherichia coli								PRJNA224116			SAMN12569951		2020-05-07	2019-09-18	ESC_RA3724AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA3782AA	EcMAD1	GCF_901733115;Complete Genome;;;																EBI	Escherichia coli								PRJNA224116			SAMEA4732083	ERS2552211	2020-05-07	2019-06-09	ESC_RA3782AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA3787AA	BA22372	GCF_005671355;Complete Genome;;;	Human	Human	Homo sapiens; blood	2016					India	Tamil Nadu	Vellore			12.91	79.13	Christian Medical College	Escherichia coli								PRJNA224116			SAMN08637771		2020-05-07	2019-05-23	ESC_RA3787AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA3788AA	AR24.2b	GCF_005484365;Complete Genome;;;	Companion Animal	Canine	dog; rectal swab from hospitalized dog	2018					Switzerland	Bern						University of Bern	Escherichia coli								PRJNA224116			SAMN10924275		2020-05-07	2019-05-17	ESC_RA3788AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA3800AA	EC-TO75	GCF_900497095;Complete Genome;;;																EBI	Escherichia coli								PRJNA224116			SAMEA4785258	ERS2605196	2020-05-07	2019-01-29	ESC_RA3800AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA3823AA	N19-01390	SRR11700219;ILLUMINA;Paired;;SRX8259670	Human	Human	Homo sapiens; Age: 66; female; blood	2017	8				Canada	Alberta						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731842	SRS6601661	2020-05-08	2020-05-06	ESC_RA3823AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA3828AA	N19-01376	SRR11688499;ILLUMINA;Paired;;SRX8249183	Human	Human	Homo sapiens; Age: 63; male; blood	2017	4				Canada	Ontario						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731831	SRS6596662	2020-05-08	2020-05-05	ESC_RA3828AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA3833AA	N19-01377	SRR11688504;ILLUMINA;Paired;;SRX8249178	Human	Human	Homo sapiens; Age: 63; male; blood	2017	4				Canada	Ontario						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731832	SRS6596657	2020-05-08	2020-05-05	ESC_RA3833AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA3836AA	N19-01380	SRR11688507;ILLUMINA;Paired;;SRX8249175	Human	Human	Homo sapiens; Age: 45; female; blood	2017	5				Canada	Ontario						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731835	SRS6596654	2020-05-08	2020-05-05	ESC_RA3836AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA3868AA	N19-01338	SRR11675974;ILLUMINA;Paired;;SRX8236902	Human	Human	Homo sapiens; Age: 59; female; blood	2017	3				Canada	Manitoba						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731801	SRS6588018	2020-05-08	2020-05-04	ESC_RA3868AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA4339AA	FSIS12030223	SRR11714413;ILLUMINA;Paired;500;SRX8273758	Livestock	Bovine	Animal-Calf-Formula-fed Veal	2020				North America	United States	Pennsylvania						United States Department of Agriculture, Food Safety and Inspection Service	Escherichia coli								PRJNA292667	SRP066916		SAMN14844655	SRS6605160	2020-05-10	2020-05-06	ESC_RA4339AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA4754AA	E_0748 (0.14.05834)	SRR11810144;ILLUMINA;Paired;;SRX8361560	Livestock	Bovine	Bos taurus; rectal faeces	2014	11				Spain	Autonomous Community of the Basque Country		Bilbao		43.2630054	-2.9311344	NEIKER - Basque Institute for Agricultural Research and Development (BRTA)	Escherichia coli								PRJNA633740	SRP262264		SAMN14969214	SRS6677525	2020-05-19	2020-05-19	ESC_RA4754AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA4764AA	E_0731 (0.14.04984)	SRR11810154;ILLUMINA;Paired;;SRX8361550	Livestock	Bovine	Bos taurus; rectal faeces	2014	10				Spain	Autonomous Community of the Basque Country		Bilbao		43.2630054	-2.9311344	NEIKER - Basque Institute for Agricultural Research and Development (BRTA)	Escherichia coli								PRJNA633740	SRP262264		SAMN14969205	SRS6677515	2020-05-19	2020-05-19	ESC_RA4764AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA4789AA	E_0781 (0.15.01957)	SRR11810179;ILLUMINA;Paired;;SRX8361525	Livestock	Bovine	Bos taurus; rectal faeces	2015	4				Spain	Autonomous Community of the Basque Country		Bilbao		43.2630054	-2.9311344	NEIKER - Basque Institute for Agricultural Research and Development (BRTA)	Escherichia coli								PRJNA633740	SRP262264		SAMN14969226	SRS6677490	2020-05-19	2020-05-19	ESC_RA4789AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA4813AA	E_0670 (0.15.06520)	SRR11810203;ILLUMINA;Paired;;SRX8361501	Livestock	Bovine	Bos taurus; rectal faeces	2015	12				Spain	Autonomous Community of the Basque Country		Bilbao		43.2630054	-2.9311344	NEIKER - Basque Institute for Agricultural Research and Development (BRTA)	Escherichia coli								PRJNA633740	SRP262264		SAMN14969187	SRS6677466	2020-05-19	2020-05-19	ESC_RA4813AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA4819AA	FIAR-586	traces-0qQqVrb;ILLUMINA;Paired;;NA	Companion Animal	Canine						Europe	Finland							University of Helsinki	Escherichia coli													2020-05-20	2020-05-20	ESC_RA4819AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA4820AA	FIAR-587	traces-0UoLGVw;ILLUMINA;Paired;;NA	Companion Animal	Canine						Europe	Finland							University of Helsinki	Escherichia coli													2020-05-20	2020-05-20	ESC_RA4820AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA4821AA	FIAR-605	traces-0EDxTKK;ILLUMINA;Paired;;NA	Companion Animal	Canine						Europe	Finland							University of Helsinki	Escherichia coli													2020-05-20	2020-05-20	ESC_RA4821AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA5257AA	ampC_0051	SRR11871273;ILLUMINA;Paired;;SRX8420930	Human	Human	Homo sapiens; urine	2016				Europe	Netherlands					51.82	5.86	Radboudumc	Escherichia coli								PRJNA592140	SRP265205		SAMN15052535	SRS6732397	2020-05-29	2020-05-29	ESC_RA5257AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA5401AA	Ec12_illumina	ERR4180586;ILLUMINA;Paired;;ERX4144008	Human	Human	Homo sapiens; gastric biopsies	2018				Europe	Denmark					55.670249	10.3333283	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB38543	ERP121985		SAMEA6863968	ERS4591544	2020-05-29	2020-05-29	ESC_RA5401AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA5402AA	Ec11_illumina	ERR4180585;ILLUMINA;Paired;;ERX4144007	Human	Human	Homo sapiens; gastric biopsies	2017				Europe	Denmark					55.670249	10.3333283	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB38543	ERP121985		SAMEA6863967	ERS4591543	2020-05-29	2020-05-29	ESC_RA5402AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA5403AA	Ec10_illumina	ERR4180584;ILLUMINA;Paired;;ERX4144006	Human	Human	Homo sapiens; gastric biopsies	2015				Europe	Denmark					55.670249	10.3333283	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB38543	ERP121985		SAMEA6863966	ERS4591542	2020-05-29	2020-05-29	ESC_RA5403AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA5404AA	Ec09_illumina	ERR4180583;ILLUMINA;Paired;;ERX4144005	Human	Human	Homo sapiens; gastric biopsies	2015				Europe	Denmark					55.670249	10.3333283	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB38543	ERP121985		SAMEA6863965	ERS4591541	2020-05-29	2020-05-29	ESC_RA5404AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA5405AA	Ec08_illumina	ERR4180582;ILLUMINA;Paired;;ERX4144004	Human	Human	Homo sapiens; gastric biopsies	2015				Europe	Denmark					55.670249	10.3333283	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB38543	ERP121985		SAMEA6863964	ERS4591540	2020-05-29	2020-05-29	ESC_RA5405AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA5406AA	Ec07_illumina	ERR4180581;ILLUMINA;Paired;;ERX4144003	Human	Human	Homo sapiens; gastric biopsies	2015				Europe	Denmark					55.670249	10.3333283	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB38543	ERP121985		SAMEA6863963	ERS4591539	2020-05-29	2020-05-29	ESC_RA5406AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA5407AA	Ec06_illumina	ERR4180580;ILLUMINA;Paired;;ERX4144002	Human	Human	Homo sapiens; gastric biopsies	2018				Europe	Denmark					55.670249	10.3333283	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB38543	ERP121985		SAMEA6863962	ERS4591538	2020-05-29	2020-05-29	ESC_RA5407AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA5408AA	Ec05_illumina	ERR4180579;ILLUMINA;Paired;;ERX4144001	Human	Human	Homo sapiens; gastric biopsies	2018				Europe	Denmark					55.670249	10.3333283	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB38543	ERP121985		SAMEA6863961	ERS4591537	2020-05-29	2020-05-29	ESC_RA5408AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA5409AA	Ec04_illumina	ERR4180578;ILLUMINA;Paired;;ERX4144000	Human	Human	Homo sapiens; gastric biopsies	2018				Europe	Denmark					55.670249	10.3333283	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB38543	ERP121985		SAMEA6863960	ERS4591536	2020-05-29	2020-05-29	ESC_RA5409AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA5410AA	Ec03_illumina	ERR4180577;ILLUMINA;Paired;;ERX4143999	Human	Human	Homo sapiens; gastric biopsies	2018				Europe	Denmark					55.670249	10.3333283	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB38543	ERP121985		SAMEA6863959	ERS4591535	2020-05-29	2020-05-29	ESC_RA5410AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA5411AA	Ec02_illumina	ERR4180576;ILLUMINA;Paired;;ERX4143998	Human	Human	Homo sapiens; gastric biopsies	2016				Europe	Denmark					55.670249	10.3333283	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB38543	ERP121985		SAMEA6863958	ERS4591534	2020-05-29	2020-05-29	ESC_RA5411AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA5412AA	Ec01_illumina	ERR4180575;ILLUMINA;Paired;;ERX4143997	Human	Human	Homo sapiens; gastric biopsies	2016				Europe	Denmark					55.670249	10.3333283	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB38543	ERP121985		SAMEA6863957	ERS4591533	2020-05-29	2020-05-29	ESC_RA5412AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA5465AA	31	ERR4095070;ILLUMINA;Paired;300;ERX4090368	Livestock	Swine	pig; pig feces	2018					Vietnam							National Institute of Veterinary Research	Escherichia coli								PRJEB37980	ERP121341		SAMEA6813691	ERS4541334	2020-05-31	2020-05-30	ESC_RA5465AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA5555AA	20IA02PC04-EC	SRR11901861;ILLUMINA;Paired;500;SRX8448850	Livestock	Swine	Pork Chop	2020	2			North America	United States	Iowa						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA292663	SRP161673		SAMN15074972	SRS6751079	2020-06-01	2020-06-01	ESC_RA5555AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA6027AA	YJ1	DRR232347;OXFORD_NANOPORE;Single;;DRX222568,DRR165509;ILLUMINA;Paired;350;DRX156128	Human	Human	human stool; Homo sapiens	2018	3				Myanmar [Burma]	Yangon				16.866069	96.195132	OSAKA_RIMD	Escherichia coli								PRJDB5126	DRP003581		SAMD00157542	DRS140078	2020-06-09	2020-06-04	ESC_RA6027AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA6182AA	95	traces-0TxlOwP;ILLUMINA;Paired;;NA	Human	Human		2016				South America	Brazil	Paraná	Londrina					State University of Londrina	Escherichia coli													2020-06-10	2020-06-10	ESC_RA6182AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA6429AA	O131:H9	SRR12009624;ILLUMINA;Paired;;SRX8542314	Human	Human	Homo sapiens; urine	2019				North America	United States							Division of Consolidated Laboratory Services	Escherichia coli								PRJNA288601	SRP074197		SAMN15226401	SRS6837056	2020-06-14	2020-06-14	ESC_RA6429AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA6431AA	:H9	SRR12009633;ILLUMINA;Paired;;SRX8542305	Human	Human	Homo sapiens; urine	2019				North America	United States							Division of Consolidated Laboratory Services	Escherichia coli								PRJNA288601	SRP074197		SAMN15226393	SRS6837048	2020-06-14	2020-06-14	ESC_RA6431AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA7385AA	MOD1-EC5806	GCF_002486495;Contig;;;	Wild Animal	Swine	Sus scrofa scrofa; pleural cavity	1983	2			North America	United States	Pennsylvania						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA224116			SAMN05604807		2020-06-26	2017-10-06	ESC_RA7385AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA7665AA	2104-145A	SRR8869639;ILLUMINA;Paired;;SRX5656630	Livestock	Swine	animal; pig farm	2018	11			Europe	Switzerland					46.818188	8.227512	Centre for Laboratory Medicine	Escherichia coli								PRJNA531658	SRP191532		SAMN11372013	SRS4601194	2020-07-01	2020-05-04	ESC_RA7665AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA7683AA	E.Coli320	SRR12117970;ILLUMINA;Paired;;SRX8639696	Environment	Soil/Dust	Coastal area; Valappu_Market,Cochin	2017	10				India	Kerala	Kochi	Kochi		9.98	76.24	Indian Council of Agricultural Research-Central Institute of Fisheries and Technology	Escherichia coli								PRJNA641983	SRP269351		SAMN15374709	SRS6924474	2020-07-02	2020-06-30	ESC_RA7683AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA7685AA	E.Coli274	SRR12117973;ILLUMINA;Paired;;SRX8639693	Environment	Soil/Dust	Coastal area; Kadvanthra,Cochin	2017	8				India	Kerala	Kochi	Kochi		9.95	76.3	Indian Council of Agricultural Research-Central Institute of Fisheries and Technology	Escherichia coli								PRJNA641983	SRP269351		SAMN15374698	SRS6924471	2020-07-02	2020-06-30	ESC_RA7685AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA7832AA	S115	ERR4301013;ILLUMINA;Paired;100;ERX4249726																STATENS SERUM INSTITUT	Escherichia coli								PRJEB39131	ERP122611		SAMEA7027143	ERS4791351	2020-07-02	2020-07-01	ESC_RA7832AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA8238AA	56CC1	ERR4221047;ILLUMINA;Paired;150;ERX4182075	Human	Human	Homo sapiens; Carbapenem Isolation Media	2018				Asia	Thailand					16.4322	102.8587	IMBIM(Department of Medical Biochemistry and Microbiology)	Escherichia coli								PRJEB38313	ERP121726		SAMEA6832637	ERS4560255	2020-07-16	2020-07-14	ESC_RA8238AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA8431AA	13PP1	ERR4220853;ILLUMINA;Paired;150;ERX4181881	Livestock	Swine	Sus scrofa; Colistin Isolation Media	2018				Asia	Thailand					16.4322	102.8394	IMBIM(Department of Medical Biochemistry and Microbiology)	Escherichia coli								PRJEB38313	ERP121726		SAMEA6832444	ERS4560062	2020-07-16	2020-07-14	ESC_RA8431AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA8479AA	128CM2	ERR4220805;ILLUMINA;Paired;150;ERX4181833	Human	Human	Homo sapiens; ESBL Isolation Media	2018				Asia	Thailand					16.4322	102.8346	IMBIM(Department of Medical Biochemistry and Microbiology)	Escherichia coli								PRJEB38313	ERP121726		SAMEA6832396	ERS4560014	2020-07-16	2020-07-14	ESC_RA8479AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA8557AA	108CM1	ERR4220727;ILLUMINA;Paired;150;ERX4181755	Human	Human	Homo sapiens; ESBL Isolation Media	2018				Asia	Thailand					16.4322	102.8268	IMBIM(Department of Medical Biochemistry and Microbiology)	Escherichia coli								PRJEB38313	ERP121726		SAMEA6832318	ERS4559936	2020-07-16	2020-07-14	ESC_RA8557AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA8777AA	Escherichia coli 296A PCPE	SRR12204403;ILLUMINA;Paired;;SRX8715215	Human	Human	Homo sapiens; rectal swab	2019					Pakistan					33.56	73.01	INSERM	Escherichia coli								PRJNA645311	SRP271478		SAMN15502196	SRS6991020	2020-07-16	2020-07-12	ESC_RA8777AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA8780AA	Escherichia coli 289B PCPE	SRR12204408;ILLUMINA;Paired;;SRX8715210	Human	Human	Homo sapiens; rectal swab	2019					Pakistan					33.56	73.01	INSERM	Escherichia coli								PRJNA645311	SRP271478		SAMN15502192	SRS6991016	2020-07-16	2020-07-12	ESC_RA8780AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA8821AA	a10	traces-0MKHENi;ILLUMINA;Paired;;NA,traces-0WTqFYB;ILLUMINA;Paired;;NA				2017												South China Agricultural University														2020-07-16	2020-07-16	ESC_RA8821AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA8857AA	23	ERR4342187;ILLUMINA;Paired;250;ERX4287213	Human	Human	human; blood	2018					Vietnam							Oxford University Clinical Research Unit	Escherichia coli								PRJEB39354	ERP122861		SAMEA7059258	ERS4819877	2020-07-17	2020-07-16	ESC_RA8857AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA8872AA	8	ERR4342172;ILLUMINA;Paired;250;ERX4287198	Human	Human	human; blood	2017					Vietnam							Oxford University Clinical Research Unit	Escherichia coli								PRJEB39354	ERP122861		SAMEA7059243	ERS4819862	2020-07-17	2020-07-16	ESC_RA8872AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA9771AA	eco_bs_00173	traces-0ejUnKP;ILLUMINA;Paired;;NA				2019	11	13										HZI-MOBA														2020-07-27	2020-07-27	ESC_RA9771AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA9870AA	eco_bs_00122	traces-0CztFjv;ILLUMINA;Paired;;NA				2019	8	13										HZI-MOBA														2020-07-27	2020-07-27	ESC_RA9870AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA9958AA	eco_bs_00196	traces-0lDSNES;ILLUMINA;Paired;;NA				2019	12	13										HZI-MOBA														2020-07-27	2020-07-27	ESC_RA9958AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_RA9999AA	eco_bs_00072	traces-0kppMhK;ILLUMINA;Paired;;NA				2019	6	8										HZI-MOBA														2020-07-27	2020-07-27	ESC_RA9999AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_SA0109AA	2020EP-00021	SRR12352253;ILLUMINA;Paired;;SRX8851750	Human	Human	Homo sapiens; blood	2020				North America	United States							Virginia Division of Consolidated Laboratory Services Sequencing Submission Group	Escherichia coli								PRJNA288601	SRP074197		SAMN15581953	SRS7113516	2020-07-30	2020-07-30	ESC_SA0109AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_SA0113AA	2020EP-00050	SRR12352155;ILLUMINA;Paired;;SRX8851669	Human	Human	Homo sapiens; rectal	2020				North America	United States							Virginia Division of Consolidated Laboratory Services Sequencing Submission Group	Escherichia coli								PRJNA288601	SRP074197		SAMN15677845	SRS7113455	2020-07-30	2020-07-30	ESC_SA0113AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_SA0186AA	2020LN-00043	SRR12358930;ILLUMINA;Paired;;SRX8858264	Human	Human	Homo sapiens; urine	2020				North America	United States							Arizona State Public Health Laboratory	Escherichia coli								PRJNA288601	SRP074197		SAMN15688133	SRS7120279	2020-07-31	2020-07-31	ESC_SA0186AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_SA0187AA	2020LN-00040	SRR12358931;ILLUMINA;Paired;;SRX8858263	Human	Human	Homo sapiens; urine	2020				North America	United States							Arizona State Public Health Laboratory	Escherichia coli								PRJNA288601	SRP074197		SAMN15688132	SRS7120278	2020-07-31	2020-07-31	ESC_SA0187AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_SA0188AA	2020LN-00032	SRR12358934;ILLUMINA;Paired;;SRX8858260	Human	Human	Homo sapiens; urine	2019				North America	United States							Arizona State Public Health Laboratory	Escherichia coli								PRJNA288601	SRP074197		SAMN15688129	SRS7120275	2020-07-31	2020-07-31	ESC_SA0188AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_SA1288AA	KI212	DRR148481;ILLUMINA;Paired;350;DRX139232	Human	Human	human urine; Homo sapiens					Asia	Indonesia					-7.267814	112.75849	KIH	Escherichia coli								PRJDB7330	DRP006421		SAMD00135338	DRS149423	2020-08-19	2020-08-16	ESC_SA1288AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_SA1422AA	140bac	traces-0PLwJXI;ILLUMINA;Paired;;NA	Environment	Water/River	Effluent G.	2019				Europe	Romania	Ilfov	Comuna Glina	Cățelu		44.3956228587	26.2326971342	I. Barbu, Research Institute of the University of Bucharest														2020-08-24	2020-08-24	ESC_SA1422AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_SA1426AA	141bac	traces-0oWsqbo;ILLUMINA;Paired;;NA				2019												Ilda Barbu, Research Institute of the University of Bucharest														2020-08-26	2020-08-26	ESC_SA1426AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_SA1427AA	143bac	traces-0RifQEz;ILLUMINA;Paired;;NA				2019												Ilda Barbu, Research Institute of the University of Bucharest														2020-08-26	2020-08-26	ESC_SA1427AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_SA1428AA	96bac	traces-0finQod;ILLUMINA;Paired;;NA				2019												Ilda Barbu, Research Institute of the University of Bucharest														2020-08-26	2020-08-26	ESC_SA1428AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_SA1452AA	BWH 81	SRR12465038;ILLUMINA;Paired;;SRX8959108,SRR12464865;ILLUMINA;Paired;;SRX8959281	Human	Human	Homo sapiens						United States	Massachusetts	Suffolk County	Boston				Broad Institute	Escherichia coli								PRJNA271899	SRP051949		SAMN08148232	SRS7215633	2020-08-28	2020-08-21	ESC_SA1452AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_SA1544AA	Escherichia_coli_2020CK-00183	SRR12519144;ILLUMINA;Paired;;SRX9009618	Human	Human	Homo sapiens; urine	2020	4			North America	United States							Utah Public Health Laboratory Infectious Disease submission group	Escherichia coli								PRJNA288601	SRP074197		SAMN15907118	SRS7260917	2020-08-28	2020-08-26	ESC_SA1544AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_SA1577AA	hkcpe37	SRR12517483;ILLUMINA;Paired;;SRX9008041	Human	Human	Homo sapiens; rectal swab	2017	10			Asia	China	Hong Kong				22.3797	114.2017	The Chinese University of Hong Kong	Escherichia coli								PRJNA595034	SRP278777		SAMN15904706	SRS7259680	2020-08-28	2020-08-26	ESC_SA1577AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_SA1605AA	hkcpe131	SRR12517546;ILLUMINA;Paired;;SRX9007978	Human	Human	Homo sapiens; rectal swab	2016	7			Asia	China	Hong Kong				22.3797	114.2017	The Chinese University of Hong Kong	Escherichia coli								PRJNA595034	SRP278777		SAMN15904800	SRS7259617	2020-08-28	2020-08-26	ESC_SA1605AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_SA1621AA	hkcpe102	SRR12517578;ILLUMINA;Paired;;SRX9007946	Human	Human	Homo sapiens; rectal swab	2017	4			Asia	China	Hong Kong				22.3797	114.2017	The Chinese University of Hong Kong	Escherichia coli								PRJNA595034	SRP278777		SAMN15904771	SRS7259585	2020-08-28	2020-08-26	ESC_SA1621AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_SA1665AA	ECO-BAB-IMI-103274_correct	ERR4496213;ILLUMINA;Paired;800;ERX4434284																RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA7225326	ERS4985311	2020-08-28	2020-08-25	ESC_SA1665AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
